rank,number,frequencyCount,recentCount,currentDelay,F_i,D_i,T_i,C_i,Score_i
78,930,5,1,9,0.007042,0.0299,0.395612,0.4,0.206776
79,146,16,2,2,0.022535,0.006645,0.543883,0.175,0.206254
80,630,15,2,10,0.021127,0.033223,0.551862,0.133333,0.205208
81,090,16,2,4,0.022535,0.013289,0.543883,0.1625,0.205083
82,166,16,2,4,0.022535,0.013289,0.543883,0.1625,0.205083
83,307,18,2,11,0.025352,0.036545,0.527926,0.155556,0.204403
84,814,20,2,15,0.028169,0.049834,0.511968,0.16,0.204008
85,096,15,2,4,0.021127,0.013289,0.551862,0.146667,0.203888
86,412,16,2,2,0.022535,0.006645,0.543883,0.1625,0.203754
87,094,4,1,1,0.005634,0.003322,0.40359,0.4,0.203432
88,782,11,0,193,0.015493,0.641196,0.111702,0.181818,0.202761
89,062,15,2,1,0.021127,0.003322,0.551862,0.146667,0.201894
90,844,6,0,131,0.008451,0.435216,0.151596,0.333333,0.201724
91,558,19,2,9,0.026761,0.0299,0.519947,0.157895,0.201571
92,766,21,2,16,0.029577,0.053156,0.503989,0.152381,0.201177
93,927,13,0,195,0.01831,0.647841,0.095745,0.184615,0.200708
94,634,22,2,20,0.030986,0.066445,0.496011,0.145455,0.200479
95,334,18,2,8,0.025352,0.026578,0.527926,0.144444,0.200188
96,620,11,0,188,0.015493,0.624585,0.111702,0.181818,0.199439
97,290,19,2,5,0.026761,0.016611,0.519947,0.157895,0.198913
98,328,17,2,0,0.023944,0.0,0.535904,0.152941,0.198543
99,726,21,2,8,0.029577,0.026578,0.503989,0.161905,0.197767
100,889,8,0,156,0.011268,0.518272,0.135638,0.25,0.197726
101,186,20,2,6,0.028169,0.019934,0.511968,0.15,0.196028
102,555,22,2,16,0.030986,0.053156,0.496011,0.136364,0.196003
103,246,21,2,7,0.029577,0.023256,0.503989,0.152381,0.195197
104,115,17,2,2,0.023944,0.006645,0.535904,0.129412,0.195166
105,900,6,0,111,0.008451,0.368771,0.151596,0.366667,0.195101
106,202,8,0,152,0.011268,0.504983,0.135638,0.25,0.195068
107,296,22,2,14,0.030986,0.046512,0.496011,0.136364,0.194674
108,923,17,2,1,0.023944,0.003322,0.535904,0.129412,0.194501
109,286,12,0,164,0.016901,0.54485,0.103723,0.233333,0.191824
110,598,21,2,4,0.029577,0.013289,0.503989,0.142857,0.191299
111,733,13,0,190,0.01831,0.631229,0.095745,0.153846,0.191231
112,903,12,0,173,0.016901,0.574751,0.103723,0.2,0.191138
113,645,11,0,175,0.015493,0.581395,0.111702,0.181818,0.190801
114,815,14,0,191,0.019718,0.634551,0.087766,0.157143,0.190584
115,997,11,0,169,0.015493,0.561462,0.111702,0.2,0.190451
116,514,8,0,145,0.011268,0.481728,0.135638,0.25,0.190417
117,362,13,0,179,0.01831,0.594684,0.095745,0.184615,0.190076
118,475,9,0,149,0.012676,0.495017,0.12766,0.244444,0.189993
119,389,17,0,189,0.023944,0.627907,0.06383,0.188235,0.18956
